date,asset_id,odometer,ambient_temp,coolant_temp,oil_pressure,engine_load,vibration_index,daily_utilization,days_since_service,total_downtime_history,historical_failure_count
0,ASSET_000,26083,60.626322881352536,178.1623057565354,39.945185551276865,53.998996632720115,12.141658432216612,0.8195981825434215,24,0,0
1,ASSET_000,26313,69.36630736878058,184.74589318004504,47.143099171229295,57.27299868828403,10.542560043585965,0.6428600453765823,25,0,0
2,ASSET_000,26648,75.26666191934379,194.44732633686993,48.744780159571114,65.99443886861022,9.572207086396654,0.7574269294896714,26,0,0
3,ASSET_000,26802,74.70653787007122,204.27039422686724,47.37438574434995,84.39761626945283,10.355551317122432,0.7855158027999262,27,0,0
4,ASSET_000,26990,67.79233572097434,186.98355878898673,44.89223902662201,77.36932106048627,9.708306250206723,0.6039794883479599,28,0,0
5,ASSET_000,27124,72.24659455401653,182.44824393461764,51.04431797502378,76.50089137415928,10.389348913256123,0.748553073033381,29,0,0
6,ASSET_000,27414,72.88457205689089,194.50556589465452,50.86346853262756,65.80600944007257,11.200892771949528,0.7640130838029839,30,0,0
7,ASSET_000,27728,81.77357086266163,209.98242644273202,51.31743020115105,83.78135394712606,10.025500668081348,0.6979622306417506,31,0,0
8,ASSET_000,28044,79.12341947482153,203.56216177278833,52.9106139735652,55.636968998990504,8.236959844637266,0.7760253496991545,32,0,0
9,ASSET_000,28432,83.38128311053154,202.82134400799683,45.51832408435349,76.04308102007778,10.173602063664804,0.8187021504122962,33,0,0
10,ASSET_000,28593,89.15659613640841,214.17426062586853,49.63994939209833,75.50229885420853,9.101792060544321,0.7112454756594799,34,0,0
11,ASSET_000,28823,79.33674726610097,194.7347932407641,66.86148126813336,80.83868719818244,11.53803656646597,0.6358782737814905,35,0,0
12,ASSET_000,28964,58.43139570873297,173.30594126467864,63.16764110306062,85.83054382694078,9.719193708473247,0.7282623055075649,36,0,0
13,ASSET_000,29294,92.73472853689819,210.60038456669957,48.93919289144187,59.1519266196649,9.481729781726353,0.8086548259278383,37,0,0
14,ASSET_000,29459,57.39638537784569,176.2521477966506,42.58787876570543,54.21977039321082,10.892629471506162,0.6483663861762013,38,0,0
15,ASSET_000,29686,66.57536287347178,185.11559951934365,56.36866810069778,59.117406501677664,9.672337853402231,0.7249529843611099,39,0,0
16,ASSET_000,29983,43.13788742923836,159.12650108313028,48.286427417366156,58.88431241882921,10.345517943888765,0.858219174976903,40,0,0
17,ASSET_000,30242,97.63423081452636,209.26670770457523,49.9072459774418,64.54518409517176,10.174577812831838,0.8828729111737558,41,0,0
18,ASSET_000,30454,74.2274633903884,187.0950689667606,56.18508036468231,51.32202931602193,10.34490233504473,0.6902634929450309,42,0,0
19,ASSET_000,30606,79.07785157023973,202.8375167336736,55.7141140725751,59.68221086046002,9.992619850055426,0.80421163546643,43,0,0
20,ASSET_000,30960,73.35250795584875,191.40521783433135,56.09025218878255,89.33692563579372,11.401321564693625,0.6712912631977199,44,0,0
21,ASSET_000,31260,63.11356409843174,187.48151117660862,58.53302476839231,51.63100566219056,9.433702270397228,0.8395035374953653,45,0,0
22,ASSET_000,31506,66.35642408569424,174.00792976035626,52.14006420494714,87.62093057958415,9.73006623092431,0.6049763486783568,46,0,0
23,ASSET_000,31872,65.60096049196515,188.381569484635,48.21627487115903,86.98774473114251,9.677938483794325,0.8513130317721984,47,0,0
24,ASSET_000,32083,91.36663829300527,215.27575265189182,51.29941397124212,59.67409163601807,12.539162716269333,0.7979952138102537,48,0,0
25,ASSET_000,32281,84.79383267457645,203.66022039682963,54.603333578565355,84.25297167512369,10.471707291526979,0.7017089373146101,49,0,0
26,ASSET_000,32493,78.51686967958418,192.432595217788,50.874165059957356,50.20246335384875,9.285648581973632,0.8552785346302538,50,0,0
27,ASSET_000,32800,74.94171666418764,191.26897841445003,56.71584106148389,57.152908368853154,9.616676693734096,0.807568559307808,51,0,0
28,ASSET_000,33027,64.5883069202475,180.50925549542032,45.55242785187238,64.70863212237734,10.14586185242831,0.8162819772756388,52,0,0
29,ASSET_000,33177,78.32028959196023,198.78911674271995,63.67211079530871,81.79245214166593,10.827183249036024,0.8919031664257338,53,0,0
30,ASSET_000,33423,92.75818530238263,213.71117882795525,49.94208340109003,51.74415087017735,10.39677428127113,0.7477553081456592,54,0,0
31,ASSET_000,33528,73.51041133342008,185.93617520999075,45.76603140965798,88.66619276174679,10.740340817947738,0.6838681025390275,55,0,0
32,ASSET_000,33883,47.18318102174605,174.13119516247903,44.261400135875,65.78765867237888,9.731981648157127,0.8553410014550571,56,0,0
33,ASSET_000,34255,80.3972884618648,197.84482236397682,42.24283027954674,61.86040574591194,11.778924343885961,0.6762490947209217,57,0,0
34,ASSET_000,34390,81.850686128318,202.7315907385796,51.161480790882024,78.07867509030814,11.135565640180598,0.7834541132597042,58,0,0
35,ASSET_000,34581,56.27331513075277,173.99814926081493,45.432937313387924,76.88104541180797,12.000348089106105,0.7013985470554607,59,0,0
36,ASSET_000,34830,70.0256183353213,195.47037132015814,47.64034067105283,51.493927549968575,10.080198712540815,0.8945522664931593,60,0,0
37,ASSET_000,35193,66.41635548888038,195.63342428048304,61.94517978696231,74.91561903276,10.679597748934675,0.6381181537955655,61,0,0
38,ASSET_000,35436,75.18171933911837,199.4438860130995,46.69106767615806,62.91825891764984,10.442074016866732,0.7912289704494619,62,0,0
39,ASSET_000,35764,96.3754929243164,220.53403580919564,49.422632950381335,52.327743820337744,9.322584332285244,0.7316914262116908,63,0,0
40,ASSET_000,35981,86.34458028105081,211.50690658380654,60.610780985063165,61.197355877837715,11.266406855372875,0.671936207747221,64,0,0
41,ASSET_000,36156,60.797121984665544,179.4800927603292,46.59997832941029,54.806585912225685,10.228970432230438,0.725880018728337,65,0,0
42,ASSET_000,36349,80.32583313775474,195.66287485494934,49.90278929550226,68.966953163493,10.774634053429336,0.628247096480568,66,0,0
43,ASSET_000,36737,100.35734588349843,224.1370222924567,50.00906805597338,51.92235696788135,9.501593377293554,0.7420415312341697,67,0,0
44,ASSET_000,36840,81.8132204130915,206.44438312751666,51.72034065701011,87.77006388500669,10.148181731379148,0.7618132345200188,68,0,0
45,ASSET_000,37117,62.58717172217179,188.2683833077681,52.23144674000959,82.44816706944012,10.20428294200133,0.84028478840472,69,0,0
46,ASSET_000,37384,69.16280680737168,193.4108172924768,47.053176215278945,62.759025211750455,10.20759826128572,0.8461280531313804,70,0,0
47,ASSET_000,37597,85.79519850519901,210.17897175496063,46.85149571367444,79.40284175215544,10.30729952087661,0.6354494482864969,71,0,0
48,ASSET_000,37888,94.32984371271003,206.692580583538,52.46070516968331,55.10758917689862,10.527960427026473,0.6532318631339168,72,0,0
49,ASSET_000,38211,72.38782556127336,193.6959408411357,47.96042323614352,80.03484271165989,11.09877685198719,0.8601349821629166,73,0,0
50,ASSET_000,38372,45.52088225071927,164.89825601275083,51.96020944866298,61.90540698037243,9.923467938648454,0.87076587200387,74,0,0
51,ASSET_000,38523,97.94781167807965,211.87686861414096,44.96991309250149,67.93782087913279,11.065227082546919,0.803030971327291,75,0,0
52,ASSET_000,38675,82.48943780462587,202.44535257339683,46.504267109540415,53.64824412194761,10.62834550926428,0.8017555368231115,76,0,0
53,ASSET_000,38907,78.89421979649467,199.30787197549705,50.450362934908306,78.23325935514778,11.67529324966822,0.7648586646971207,77,0,0
54,ASSET_000,39180,69.80035911716928,190.96060880395746,47.644808471908384,82.87440237161425,10.203822727527466,0.8515442291291955,78,0,0
55,ASSET_000,39415,57.62298790203211,184.42354473327296,46.67886278347789,82.5119826903001,8.592536225623444,0.6254513142255576,79,0,0
56,ASSET_000,39696,62.767902393119144,180.65701651836414,42.06768190786833,63.21010116076394,10.83195818657451,0.6250502150096006,80,0,0
57,ASSET_000,39921,78.87262272405707,199.3169877547158,52.463432419002025,79.84179517061693,9.172769056447677,0.7215606260344252,81,0,0
58,ASSET_000,40137,75.83583197422655,191.9707830549492,50.488380492744156,89.71859184477202,10.983504306358466,0.7124611738571112,82,0,0
